name;cmp;rne;specialties;locations;photo;slug;profile_url
Salazar Reyna Fernando Luis;34192;;Otorrinolaringología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/07873891_2a18e9d321.png;salazar-reyna-fernando-luis;https://auna.org/pe/staff-medico/salazar-reyna-fernando-luis
Salazar Rodriguez Samuel;23310;;Medicina interna;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/09120174_45e8f28bd2.png;salazar-rodriguez-samuel;https://auna.org/pe/staff-medico/salazar-rodriguez-samuel
Salce Cutipa Iván Julio;26304;;Ortopedia y traumatología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/29576379_eabc3444df.png;salce-cutipa-ivan-julio;https://auna.org/pe/staff-medico/salce-cutipa-ivan-julio
Salinas Arce Jorge Luis;33397;;Cardiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/29616962_07ffa8ec35.png;salinas-arce-jorge-luis;https://auna.org/pe/staff-medico/salinas-arce-jorge-luis
Salirrosas Ponce Mily Isabel;37314;;Anestesiología;Clínica Delgado Auna, Auna Chiclayo - Clínica;https://web-auna-backend-prd-images.s3.amazonaws.com/18166424_80f6b1e1ce.png;salirrosas-ponce-mily-isabel;https://auna.org/pe/staff-medico/salirrosas-ponce-mily-isabel
Sánchez Moscoso Jorge Alberto;40716;;Urología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/10266197_632b218a21.png;sanchez-moscoso-jorge-alberto;https://auna.org/pe/staff-medico/sanchez-moscoso-jorge-alberto
Sánchez Reyes Paul Oswaldo;35537;;Unidad de cuidados intensivos;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/09671747_65100d272a.png;sanchez-reyes-paul-oswaldo;https://auna.org/pe/staff-medico/sanchez-reyes-paul-oswaldo
Sánchez Sevillano Fernando José;21662;;Radiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/25671596_b4f9ecb50d.png;sanchez-sevillano-fernando-jose;https://auna.org/pe/staff-medico/sanchez-sevillano-fernando-jose
Sansoni Rainuzzo Aldo Renato;24650;;Dermatología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/06624470_a954c1f28a.png;sansoni-rainuzzo-aldo-renato;https://auna.org/pe/staff-medico/sansoni-rainuzzo-aldo-renato
Sapaico Maravi Jose Luis;32266;;Pediatría;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/10547441_9dc0c5734b.png;sapaico-maravi-jose-luis;https://auna.org/pe/staff-medico/sapaico-maravi-jose-luis
Saravia Orihuela Hans Javier;68558;;Radiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/46144380_01d6e3dd49.jpg;saravia-orihuela-hans-javier;https://auna.org/pe/staff-medico/saravia-orihuela-hans-javier
Sardón Alca Victor Manuel;29349;;Anestesiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/29591810_f5b32cac7b.png;sardon-alca-victor-manuel;https://auna.org/pe/staff-medico/sardon-alca-victor-manuel
Socola Kcomt Maria Consuelo;51853;;Urología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/41891110_3dda37a156.png;socola-kcomt-maria-consuelo;https://auna.org/pe/staff-medico/socola-kcomt-maria-consuelo
Stiglich Watson Maria Luisa;41806;;Neurología pediátrica;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/06530138_fa00db887b.png;stiglich-watson-maria-luisa;https://auna.org/pe/staff-medico/stiglich-watson-maria-luisa
Stucchi De Casanova Humberto Nito;28895;;Urología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/25741717_da6ee5f6c5.png;stucchi-de-casanova-humberto-nito;https://auna.org/pe/staff-medico/stucchi-de-casanova-humberto-nito
Suazo Casanova Juan Fernando Miguel;28830;;Oncología médica;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/23249192_8e882c8814.png;suazo-casanova-juan-fernando-miguel;https://auna.org/pe/staff-medico/suazo-casanova-juan-fernando-miguel
Talledo Colan Renzo Antonio;63761;;Ginecología y obstetricia;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/44559491_9abc2f48ca.png;talledo-colan-renzo-antonio;https://auna.org/pe/staff-medico/talledo-colan-renzo-antonio
Tapia Augustin Carlos Luis;35440;;Urología;Clínica Delgado Auna, Auna - Centro de Bienestar;https://web-auna-backend-prd-images.s3.us-east-1.amazonaws.com/09993701_bb655d22e6_9a3e9de622.png;tapia-augustin-carlos-luis;https://auna.org/pe/staff-medico/tapia-augustin-carlos-luis
Tapia Puente Arnao Pedro Martín;28444;;Radiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/10304126_0d7f008fde.png;tapia-puente-arnao-pedro-martin;https://auna.org/pe/staff-medico/tapia-puente-arnao-pedro-martin
Targarona Modena Javier Ramón;28442;;Cirugía abdominal y laparoscópica;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/10495853_2b55c8c0be.png;targarona-modena-javier-ramon;https://auna.org/pe/staff-medico/targarona-modena-javier-ramon
Tello Macavilca Elvis Felipe;37448;;Servicio de emergencia;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/09777429_cbf95e3f68.png;tello-macavilca-elvis-felipe;https://auna.org/pe/staff-medico/tello-macavilca-elvis-felipe
Torres Miranda Cesar Luis;35334;;Cirugía pediátrica;Clínica Delgado Auna, Auna Guardia Civil - Clínica;https://web-auna-backend-prd-images.s3.amazonaws.com/09753683_f3afd82649.png;torres-miranda-cesar-luis;https://auna.org/pe/staff-medico/torres-miranda-cesar-luis
Toso Carruitero Gerardo Michael;61423;;Servicio de emergencia;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/06479864_d877eb7739.png;toso-carruitero-gerardo-michael;https://auna.org/pe/staff-medico/toso-carruitero-gerardo-michael
Tovar Roca Jeffree;40683;;Servicio de emergencia;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/06796075_43a0a34945.png;tovar-roca-jeffree;https://auna.org/pe/staff-medico/tovar-roca-jeffree
Trelles Polo Y La Borda Rubén Alberto;25267;;Neurocirugía;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/29296776_3c991fccf3.png;trelles-polo-y-la-borda-ruben-alberto;https://auna.org/pe/staff-medico/trelles-polo-y-la-borda-ruben-alberto
Triviño Garcia - Franco Maria Del Carmen;82761;;Oftalmología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/01796741_578d8be99f.png;trivino-garcia---franco-maria-del-carmen;https://auna.org/pe/staff-medico/trivino-garcia---franco-maria-del-carmen
Uriarte Obando Silvia Antonieta;49256;;Alergología;Clínica Delgado Auna, Auna Chiclayo - Clínica, Auna Guardia Civil - Clínica;https://web-auna-backend-prd-images.s3.amazonaws.com/42345423_6c0448f622.png;uriarte-obando-silvia-antonieta;https://auna.org/pe/staff-medico/uriarte-obando-silvia-antonieta
Urquizo Surco Lizbeth Milagros;55467;;Anestesiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/43463237_84d2f1c041.png;urquizo-surco-lizbeth-milagros;https://auna.org/pe/staff-medico/urquizo-surco-lizbeth-milagros
Valdivia Acurio Maria Milagros;37679;;Cirugía pediátrica;Clínica Delgado Auna, Auna Guardia Civil - Clínica;https://web-auna-backend-prd-images.s3.amazonaws.com/06293783_72ba1106c9.png;valdivia-acurio-maria-milagros;https://auna.org/pe/staff-medico/valdivia-acurio-maria-milagros
Valenzuela Rodríguez Germán Victor;32253;;Medicina interna;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/03678106_58908e198f.png;valenzuela-rodriguez-german-victor;https://auna.org/pe/staff-medico/valenzuela-rodriguez-german-victor
Vargas Alayo Marvin Manuel;63822;;Servicio de emergencia;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/42137733_3efcb08e0c.png;vargas-alayo-marvin-manuel;https://auna.org/pe/staff-medico/vargas-alayo-marvin-manuel
Vargas Paredes Jorge Jesus Alberto;21436;;Ginecología y obstetricia;Clínica Delgado Auna, Auna Guardia Civil - Clínica;https://web-auna-backend-prd-images.s3.amazonaws.com/08703289_a4bbccf50e.png;vargas-paredes-jorge-jesus-alberto;https://auna.org/pe/staff-medico/vargas-paredes-jorge-jesus-alberto
Vasquez Flores Luciola;37126;;Nefrología pediátrica;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/09278489_60202603b4.png;vasquez-flores-luciola;https://auna.org/pe/staff-medico/vasquez-flores-luciola
Vasquez Paz Héctor Gustavo;37032;;Servicio de emergencia;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/18858517_2a761f2fa8.png;vasquez-paz-hector-gustavo;https://auna.org/pe/staff-medico/vasquez-paz-hector-gustavo
Vega Caldas Karina Isabel;62392;;Anestesiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/40590084_031a79bcc7.png;vega-caldas-karina-isabel;https://auna.org/pe/staff-medico/vega-caldas-karina-isabel
Velásquez Valderrama Felipe Enrique;30210;;Dermatología pediátrica;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/32919785_f6092ed009.png;velasquez-valderrama-felipe-enrique;https://auna.org/pe/staff-medico/velasquez-valderrama-felipe-enrique
Velásquez Velásquez Rafael Francisco;28781;;Servicio de emergencia;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/07974065_e0a52d1aef.png;velasquez-velasquez-rafael-francisco;https://auna.org/pe/staff-medico/velasquez-velasquez-rafael-francisco
Velasquez Zarate José Julio;61364;;Radiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/44075835_e3cc6a4c17.png;velasquez-zarate-jose-julio;https://auna.org/pe/staff-medico/velasquez-zarate-jose-julio
Vera Vera Pedro Jesús;57024;;Anestesiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/42745604_8f9d62802a.png;vera-vera-pedro-jesus;https://auna.org/pe/staff-medico/vera-vera-pedro-jesus
Vergaray Oliveros Yassira Larissa;43389;;Medicina física y rehabilitación;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/33265246_f3d5ae3bc7.png;vergaray-oliveros-yassira-larissa;https://auna.org/pe/staff-medico/vergaray-oliveros-yassira-larissa
Vidaurre Castillo Jesús Alberto;15942;;Anestesiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/09602459_08e8da7172.png;vidaurre-castillo-jesus-alberto;https://auna.org/pe/staff-medico/vidaurre-castillo-jesus-alberto
Villanueva Gonzales John Dalton;50421;;Anestesiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/40762335_aa387bd79d.png;villanueva-gonzales-john-dalton;https://auna.org/pe/staff-medico/villanueva-gonzales-john-dalton
Villena Chavez Jaime Eduardo;13106;;Endocrinología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/06165231_ca512cb66b.png;villena-chavez-jaime-eduardo;https://auna.org/pe/staff-medico/villena-chavez-jaime-eduardo
Watanabe Tashima Luis Alfredo;13860;;Cardiología;Auna - Centro de Bienestar;https://web-auna-backend-prd-images.s3.amazonaws.com/07943734_1894cff390.png;watanabe-tashima-luis-alfredo;https://auna.org/pe/staff-medico/watanabe-tashima-luis-alfredo
Webb Linares Dora Verónica;23992;;Pediatría;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/07779202_f795a2c5cc.png;webb-linares-dora-veronica;https://auna.org/pe/staff-medico/webb-linares-dora-veronica
Yara Hokama Ysabel;26548;;Ginecología y obstetricia;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/08079517_1cff3ed13d.png;yara-hokama-ysabel;https://auna.org/pe/staff-medico/yara-hokama-ysabel
Yoza Yoshidaira Max Arturo;28768;;Gastroenterología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/09302697_dab01b1037.png;yoza-yoshidaira-max-arturo;https://auna.org/pe/staff-medico/yoza-yoshidaira-max-arturo
Zamora Zuñiga Joel Roberto;34919;;Anestesiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/29515490_3a815f6085.png;zamora-zuniga-joel-roberto;https://auna.org/pe/staff-medico/zamora-zuniga-joel-roberto
Zapata Cubas Claudia Elizabeth;40513;;Pediatría;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/10813191_10d9a217ff.png;zapata-cubas-claudia-elizabeth;https://auna.org/pe/staff-medico/zapata-cubas-claudia-elizabeth
Zegarra Montes Luis Rafael;10676;;Urología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/25627402_e985cab827.png;zegarra-montes-luis-rafael;https://auna.org/pe/staff-medico/zegarra-montes-luis-rafael
Zegarra Rodriguez Christiam Francisco;47129;;Ortopedia y traumatología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/41258351_c6615fe756.png;zegarra-rodriguez-christiam-francisco;https://auna.org/pe/staff-medico/zegarra-rodriguez-christiam-francisco
Zuñiga Sánchez María Del Pilar;34407;;Oftalmología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/10076452_be8b8bd276.png;zuniga-sanchez-maria-del-pilar;https://auna.org/pe/staff-medico/zuniga-sanchez-maria-del-pilar
Zuñiga Uriarte Carlos Alberto;52185;;Ginecología y obstetricia;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/42278747_1be77a652d.png;zuniga-uriarte-carlos-alberto;https://auna.org/pe/staff-medico/zuniga-uriarte-carlos-alberto
Chirinos Tapia Jose Luis;56499;;Ginecología y obstetricia;Auna Guardia Civil - Clínica, Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/41970134_1b26326873.png;chirinos-tapia-jose-luis;https://auna.org/pe/staff-medico/chirinos-tapia-jose-luis
Priale Miranda Ramiro Javier;63692;;Servicio de emergencia;Auna Guardia Civil - Clínica, Clínica Delgado Auna, Auna - Centro de Bienestar Benavides;https://web-auna-backend-prd-images.s3.amazonaws.com/43450910_0520841f3d.png;priale-miranda-ramiro-javier;https://auna.org/pe/staff-medico/priale-miranda-ramiro-javier
Bojorquez De La Torre José Carlos;53468;;Psiquiatría;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/42453949_4662e65b14.png;bojorquez-de-la-torre-jose-carlos;https://auna.org/pe/staff-medico/bojorquez-de-la-torre-jose-carlos
Aliaga Purizaca Gino Jair;55713;;Gastroenterología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/42429931_def232e3bf.png;aliaga-purizaca-gino-jair;https://auna.org/pe/staff-medico/aliaga-purizaca-gino-jair
Valdivieso Falcón Lidia Patricia;44911;;Gastroenterología pediátrica;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/40833147_8e10dbbd8f.png;valdivieso-falcon-lidia-patricia;https://auna.org/pe/staff-medico/valdivieso-falcon-lidia-patricia
Ames Sanchez Luis Omar;47756;;Anestesiología;Clínica Delgado Auna, Auna Guardia Civil - Clínica;https://web-auna-backend-prd-images.s3.amazonaws.com/41606714_f5aa1d6ab4.png;ames-sanchez-luis-omar;https://auna.org/pe/staff-medico/ames-sanchez-luis-omar
Rebaza Alfaro Daniel Ricardo;55364;;Anestesiología;Clínica Delgado Auna, Auna Guardia Civil - Clínica;https://web-auna-backend-prd-images.s3.amazonaws.com/43136535_b6fee53c98.png;rebaza-alfaro-daniel-ricardo;https://auna.org/pe/staff-medico/rebaza-alfaro-daniel-ricardo
Sanchez Ames Carlos Eduardo;66775;;Anestesiología;Clínica Delgado Auna, Auna Guardia Civil - Clínica;https://web-auna-backend-prd-images.s3.amazonaws.com/45497506_bd85d7b86f.png;sanchez-ames-carlos-eduardo;https://auna.org/pe/staff-medico/sanchez-ames-carlos-eduardo
Leon Seminario Carlos Alberto;72508;;Servicio de emergencia;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/41761288_1ef98907f4.png;leon-seminario-carlos-alberto;https://auna.org/pe/staff-medico/leon-seminario-carlos-alberto
Echevarria Jiménez Liliam Renee;54837;;Servicio de emergencia;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/42775779_9ccd477f23.png;echevarria-jimenez-liliam-renee;https://auna.org/pe/staff-medico/echevarria-jimenez-liliam-renee
Casaverde Villacorta José Meliton;22927;;Oftalmología;Clínicas Oncosalud, Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/06191023_aa4b47d778.png;casaverde-villacorta-jose-meliton;https://auna.org/pe/staff-medico/casaverde-villacorta-jose-meliton
Aguilar Ayambo Jill Eunice;52981;;Neurología pediátrica;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/41723734_f6e51a2f68.png;aguilar-ayambo-jill-eunice;https://auna.org/pe/staff-medico/aguilar-ayambo-jill-eunice
Tsuha Alvarado Luis Akira;060048;;Cirugía torácica y cardiovascular;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/40026277_866289b5c2.webp;tsuha-alvarado-luis-akira;https://auna.org/pe/staff-medico/tsuha-alvarado-luis-akira
Bustos Tocon Carlos Alberto;20455;;Ginecología y obstetricia;Clínica Delgado Auna, Auna - Centro de Bienestar Benavides;https://web-auna-backend-prd-images.s3.amazonaws.com/08217573_3c0e9ef81a.png;bustos-tocon-carlos-alberto;https://auna.org/pe/staff-medico/bustos-tocon-carlos-alberto
Lluncor Vásquez Juan Oscar;66712;;Nefrología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/46665618_3602deda05.png;lluncor-vasquez-juan-oscar;https://auna.org/pe/staff-medico/lluncor-vasquez-juan-oscar
Velasquez Alvarado Elvira Beatriz;49556;;Oftalmología;Clínica Delgado Auna, Auna Guardia Civil - Clínica;https://web-auna-backend-prd-images.s3.amazonaws.com/40113695_99dba9e469.png;velasquez-alvarado-elvira-beatriz;https://auna.org/pe/staff-medico/velasquez-alvarado-elvira-beatriz
La Jara Gómez Jaime Alberto;13503;;Medicina física y rehabilitación;Clínica Delgado Auna, Auna - Centro de Bienestar Benavides;https://web-auna-backend-prd-images.s3.amazonaws.com/06750587_acd36bd319.png;la-jara-gomez-jaime-alberto;https://auna.org/pe/staff-medico/la-jara-gomez-jaime-alberto
Cotito Izquierdo Jorge Antonio;073882;;Oncología médica;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/46800516_4d08a6f23c.png;cotito-izquierdo-jorge-antonio;https://auna.org/pe/staff-medico/cotito-izquierdo-jorge-antonio
Anchante Hernández Henry Alexander;037634;;Cardiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/21552946_68f09378e5.png;anchante-hernandez-henry-alexander;https://auna.org/pe/staff-medico/anchante-hernandez-henry-alexander
Chiong Illescas Jessica Claudia;36169;;Otorrinolaringología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/29610874_d1a4328c06.png;chiong-illescas-jessica-claudia;https://auna.org/pe/staff-medico/chiong-illescas-jessica-claudia
Reátegui Sokolova Cristina;66857;;Reumatología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/47075658_fd2472d9e0.png;reategui-sokolova-cristina;https://auna.org/pe/staff-medico/reategui-sokolova-cristina
Larrea Barrueto Ricardo Alonso;52205;;Anestesiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/41690036_b5415a5157.png;larrea-barrueto-ricardo-alonso;https://auna.org/pe/staff-medico/larrea-barrueto-ricardo-alonso
Bracamonte Ortiz Luis Andrés;13495;;Cirugía torácica y cardiovascular;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/08244700_730a7dad19.png;bracamonte-ortiz-luis-andres;https://auna.org/pe/staff-medico/bracamonte-ortiz-luis-andres
Campano Cornejo Jonathan William;67382;;Pediatría;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/45960283_85f07f8d77.png;campano-cornejo-jonathan-william;https://auna.org/pe/staff-medico/campano-cornejo-jonathan-william
Castañeda Ulloa Maria Fernanda;78702;;Medicina interna;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/48024826_a38d556e4e.png;castaneda-ulloa-maria-fernanda;https://auna.org/pe/staff-medico/castaneda-ulloa-maria-fernanda
Chavez Paredes Sharon Lindsay;42673;;Oncología pediátrica;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/40356735_889636d68a.png;chavez-paredes-sharon-lindsay;https://auna.org/pe/staff-medico/chavez-paredes-sharon-lindsay
Cordova Guizado Edgar Fernando;47802;;Urología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/40766391_425054414d.png;cordova-guizado-edgar-fernando;https://auna.org/pe/staff-medico/cordova-guizado-edgar-fernando
Cotillo Gallardo Zoraida Paola;58154;;Dermatología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/44705005_08a53ee4af.png;cotillo-gallardo-zoraida-paola;https://auna.org/pe/staff-medico/cotillo-gallardo-zoraida-paola
Gamarra Gonzalez Dante Americo;27124;;Endocrinología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/23849279_97bb515a74.png;gamarra-gonzalez-dante-americo;https://auna.org/pe/staff-medico/gamarra-gonzalez-dante-americo
Lopez De Lama Eliana Ynes;26483;;Ginecología y obstetricia;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/07619970_4bfb0331fd.png;lopez-de-lama-eliana-ynes;https://auna.org/pe/staff-medico/lopez-de-lama-eliana-ynes
Ludowieg Cassinelli Liesel Marie;61356;;Psiquiatría;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/44360311_c0c852343b.png;ludowieg-cassinelli-liesel-marie;https://auna.org/pe/staff-medico/ludowieg-cassinelli-liesel-marie
Manrique Vera Adeliza Mariely;38997;;Dermatología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/04438361_ffa560c303.png;manrique-vera-adeliza-mariely;https://auna.org/pe/staff-medico/manrique-vera-adeliza-mariely
Mariño Vigo Carlos Ramiro;30098;;Cardiología pediátrica;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/07458649_1abbc99259.png;marino-vigo-carlos-ramiro;https://auna.org/pe/staff-medico/marino-vigo-carlos-ramiro
Murga Baca Luis Alberto;38419;;Radiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/25000268_58bbd69f3a.png;murga-baca-luis-alberto;https://auna.org/pe/staff-medico/murga-baca-luis-alberto
Noriega Rocca Cesar Augusto;47137;;Neumología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/40523244_e3e9f78196.png;noriega-rocca-cesar-augusto;https://auna.org/pe/staff-medico/noriega-rocca-cesar-augusto
Otero Escardo Paula Adela;67973;;Medicina interna;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/45421153_792ad06b35.png;otero-escardo-paula-adela;https://auna.org/pe/staff-medico/otero-escardo-paula-adela
Rodriguez Romero Kriss Del Rocio;54771;;Gastroenterología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/41928745_65ca469b82.png;rodriguez-romero-kriss-del-rocio;https://auna.org/pe/staff-medico/rodriguez-romero-kriss-del-rocio
Santillan Salas Carlos Francisco;39599;;Infectología pediátrica;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/10796039_ee01249fba.png;santillan-salas-carlos-francisco;https://auna.org/pe/staff-medico/santillan-salas-carlos-francisco
Tapia Alvarez Henry Alfonso;61801;;Geriatría;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/44279926_829b1a572b.png;tapia-alvarez-henry-alfonso;https://auna.org/pe/staff-medico/tapia-alvarez-henry-alfonso
Torres Alarcón Jose Daniel;56038;;Ortopedia y traumatología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/43509733_306e414243.png;torres-alarcon-jose-daniel;https://auna.org/pe/staff-medico/torres-alarcon-jose-daniel
Valdivia Muñoz Zoila Rosa;46851;;Dermatología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/41173512_660af389ab.png;valdivia-munoz-zoila-rosa;https://auna.org/pe/staff-medico/valdivia-munoz-zoila-rosa
Valencia Mariñas Enrique Isaac;39503;;Geriatría;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/09863420_e378f81827.png;valencia-marinas-enrique-isaac;https://auna.org/pe/staff-medico/valencia-marinas-enrique-isaac
Yovera Aldana Marlon Augusto;46336;;Endocrinología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/41568515_cb9db3529e.png;yovera-aldana-marlon-augusto;https://auna.org/pe/staff-medico/yovera-aldana-marlon-augusto
Zamora Mendoza Christie Aelin;60669;;Otorrinolaringología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/44707251_6509e2499a.png;zamora-mendoza-christie-aelin;https://auna.org/pe/staff-medico/zamora-mendoza-christie-aelin
Espinoza Perez Jessica;37187;;Cardiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/21541963_b437f06e95.png;espinoza-perez-jessica;https://auna.org/pe/staff-medico/espinoza-perez-jessica
Orellana Siuce Carlos Antonio;61892;;Gastroenterología pediátrica;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/43919123_417ae8a83b.png;orellana-siuce-carlos-antonio;https://auna.org/pe/staff-medico/orellana-siuce-carlos-antonio
Soplopuco Palacios Franz Ronald;39361;;Cirugía torácica y cardiovascular;Clínica Delgado Auna, Auna Guardia Civil - Clínica;https://web-auna-backend-prd-images.s3.amazonaws.com/16746206_b3fec7d195.png;soplopuco-palacios-franz-ronald;https://auna.org/pe/staff-medico/soplopuco-palacios-franz-ronald
Valdivia Higuchi Rafael Hiroky;63102;;Unidad de cuidados intensivos;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/70304816_6b267c56ff.png;valdivia-higuchi-rafael-hiroky;https://auna.org/pe/staff-medico/valdivia-higuchi-rafael-hiroky
Uribe Dulanto Veronica Gregoria;35931;;Oftalmología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/09749881_48cd7572a3.png;uribe-dulanto-veronica-gregoria;https://auna.org/pe/staff-medico/uribe-dulanto-veronica-gregoria
Lopez Salguero Leissy Marilia;75131;;Banco de sangre;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/44751147_e570d7be02.png;lopez-salguero-leissy-marilia;https://auna.org/pe/staff-medico/lopez-salguero-leissy-marilia
Castillo Valverde Nadia Valeska;68263;;Anestesiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/43370963_72352eb2b0.png;castillo-valverde-nadia-valeska;https://auna.org/pe/staff-medico/castillo-valverde-nadia-valeska
